id,category,type,difficulty,prompt,keywords,length
1,소설,이야기 재구성,중급,"엘리자베스는 빙글빙글 춤추는 무도회장의 소란 속에서 다아시 씨를 처음 보았다. 그는 다른 이들과 달리 말수가 적었고, 오만한 표정으로 사람들을 살폈다. 그러나 엘리자베스의 눈길이 그에게 머무르는 순간, 알 수 없는 긴장감이 두 사람 사이에 흐르기 시작했다.",["오만과 편견","엘리자베스","다아시"],280
2,소설,이야기 재구성,어려움,"햄릿은 성벽 위에서 아버지의 유령과 마주했다. 밤공기는 싸늘했고, 유령은 자신이 클라우디우스에게 살해당했다고 속삭였다. 진실을 알게 된 햄릿은 복수를 결심했으나, 동시에 깊은 혼란과 절망에 빠졌다. 그는 무엇이 옳은 길인지 끝없이 자문하며 흔들렸다.",["햄릿","햄릿","클라우디우스"],420
3,소설,이야기 재구성,초급,"로미오와 줄리엣은 발코니 아래와 위에서 밤새 속삭였다. 서로의 이름조차 장애물이 되었지만, 그들은 운명처럼 서로에게 끌렸다. 새벽 종소리가 울리자, 헤어져야 하는 순간이 다가왔음을 깨달았다.",["로미오와 줄리엣","로미오","줄리엣"],250
4,소설,이야기 재구성,중급,"빅터 프랑켄슈타인은 번개가 치는 밤 실험실에서 생명 없는 육체를 바라보고 있었다. 순간 전류가 흐르자, 무거운 가슴이 들썩이며 괴물이 눈을 떴다. 그러나 빅터는 자신이 만든 존재를 두려움 속에 바라볼 수밖에 없었다.",["프랑켄슈타인","빅터 프랑켄슈타인","괴물"],360
5,소설,이야기 재구성,중급,"조나단 하커는 드라큘라 백작의 성문 앞에 도착했다. 달빛에 비친 고성은 으스스했고, 안으로 들어서자 백작은 정중한 미소와 차가운 눈빛으로 그를 맞이했다. 거울 없는 방에서 하커는 자신이 낯선 세계에 발을 들였음을 깨달았다.",["드라큘라","조나단 하커","드라큘라"],340
6,소설,이야기 재구성,어려움,"도리언 그레이는 막 완성된 자신의 초상화를 바라보았다. 그림 속의 젊고 아름다운 얼굴은 시간이 지나도 변하지 않기를 바라는 그의 소망을 자극했다. 순간 그의 입술에서 영원한 젊음을 원한다는 속삭임이 흘러나왔다.",["도리언 그레이의 초상","도리언 그레이"],300
7,소설,이야기 재구성,초급,"지킬 박사는 어두운 연구실에서 파란 액체를 조심스럽게 마셨다. 그의 몸은 경련하며 뒤틀렸고, 거울 속에는 전혀 다른 인물인 하이드가 서 있었다. 지킬은 자신이 만든 괴물을 감당할 수 없음을 깨달았다.",["지킬 박사와 하이드","지킬 박사","하이드"],310
8,소설,이야기 재구성,중급,"에이허브 선장은 갑판 위에서 바다를 응시하며 선원들에게 흰 고래 모비 딕을 반드시 잡겠다고 맹세했다. 그의 눈빛은 광기와 집착으로 가득 차 있었고, 선원들은 두려움과 존경 사이에서 흔들렸다.",["모비 딕","에이허브","이슈마엘"],380
9,소설,이야기 재구성,중급,"안개 자욱한 늪지대에서 핍은 쇠사슬에 묶인 죄수 마그위치를 만났다. 마그위치는 소년에게 먹을 것과 줄톱을 요구했고, 핍은 두려움 속에서도 그를 돕기로 했다. 이 작은 선택이 훗날 그의 인생을 뒤흔들게 된다.",["위대한 유산","핍","마그위치"],400
10,소설,이야기 재구성,초급,"제인 에어는 불타는 저택의 복도 속에서 로체스터를 구하기 위해 달려갔다. 연기와 불길이 치솟는 가운데 그녀는 사랑하는 이를 구하겠다는 의지로만 움직였다.",["제인 에어","제인","로체스터"],260
11,소설,이야기 재구성,어려움,"캐서린은 폭풍이 몰아치는 언덕 위 창문에서 히스클리프의 이름을 외쳤다. 바람은 그녀의 목소리를 앗아갔지만, 유령 같은 메아리로 되돌아왔다. 히스클리프는 영혼마저도 그녀를 갈망했다.",["폭풍의 언덕","히스클리프","캐서린"],450
12,소설,이야기 재구성,중급,"안개 낀 런던 거리, 셜록 홈즈는 발자국과 재의 흔적을 분석하며 사건의 실마리를 찾아냈다. 왓슨은 그의 번뜩이는 추리에 감탄하면서도 따라잡기 힘든 속도를 느꼈다.",["셜록 홈즈의 모험","셜록 홈즈","왓슨"],320
13,소설,이야기 재구성,중급,"황무지 위에서 사냥개의 울음소리가 메아리쳤다. 홈즈와 왓슨은 범인의 흔적을 쫓으며 전설로만 전해지던 공포와 마주했다.",["바스커빌가의 개","셜록 홈즈","왓슨"],300
14,소설,이야기 재구성,초급,"낡은 갑옷을 걸친 돈키호테는 거대한 풍차를 적이라 착각하고 돌격했다. 산초는 황급히 말렸으나 주인은 끝내 돌풍에 휘말려 땅에 나뒹굴었다.",["돈키호테","돈키호테","산초"],280
15,소설,이야기 재구성,중급,"어두운 감옥에서 에드몽 단테스는 동료 죄수 파리아 신부에게서 비밀의 지도를 전해 받았다. 그것은 훗날 그의 복수를 가능케 할 열쇠였다.",["몽테크리스토 백작","에드몽 단테스"],370
16,소설,이야기 재구성,어려움,"장 발장은 은촛대를 훔치고 붙잡혔으나, 미리엘 주교는 오히려 그것을 선물이라며 내어주었다. 자비의 손길은 장 발장의 삶을 송두리째 바꾸었다.",["레미제라블","장 발장","미리엘 주교"],500
17,소설,이야기 재구성,중급,"달타냥은 파리의 거리를 달리며 우연히 아토스, 포르토스, 아라미스를 만나 차례로 결투를 약속했다. 그러나 곧 그들은 친구이자 동료가 되었다.",["삼총사","달타냥","아토스"],350
18,소설,이야기 재구성,중급,"사교 살롱에서 피에르와 안드레이는 러시아의 장래와 전쟁에 대해 토론했다. 화려한 조명 속에서도 그들의 시선은 어두운 전장의 그림자를 담고 있었다.",["전쟁과 평화","피에르","안드레이"],400
19,소설,이야기 재구성,어려움,"역 플랫폼에서 눈이 내리는 순간, 안나는 브론스키를 보았다. 그들의 시선이 교차하자 불가피한 비극이 이미 시작되고 있었다.",["안나 카레니나","안나","브론스키"],420
20,소설,이야기 재구성,중급,"그레고르 잠자는 침대에서 깨어나 자신이 거대한 벌레로 변해 있음을 깨달았다. 가족의 목소리는 문 밖에서 들려왔으나 그는 몸을 움직일 수 없었다.",["변신","그레고르 잠자"],360
21,소설,이야기 재구성,중급,"시간 여행자는 거실에서 작은 기계를 작동시켰다. 레버가 내려가자 주변의 시계와 풍경이 빠른 속도로 변하기 시작했다.",["타임머신","시간 여행자"],300
22,소설,이야기 재구성,초급,"밤하늘을 가르며 불덩이가 들판에 떨어졌다. 사람들은 그것을 신의 징조라 생각했으나, 곧 그것이 화성인의 침공 신호임을 알게 되었다.",["우주 전쟁","작가","화성인"],320
23,소설,이야기 재구성,중급,"리덴브로크 교수와 액셀은 오래된 문서에서 지하로 향하는 암호를 발견했다. 그들의 모험은 지구 속 깊은 곳으로 향하고 있었다.",["지구 속 여행","리덴브로크","액셀"],350
24,소설,이야기 재구성,중급,"네모 선장은 아로낙스 교수에게 바다 밑 신비로운 세계를 보여주었다. 유리창 너머로 거대한 생물이 지나가며 그들의 숨을 멎게 했다.",["해저 2만리","네모 선장","아로낙스"],340
25,소설,이야기 재구성,초급,"톰 소여는 흰 울타리를 칠하는 일을 친구들에게 재미있는 놀이처럼 꾸며냈다. 결국 친구들이 일을 대신해주며 그는 여유롭게 놀 수 있었다.",["톰 소여의 모험","톰 소여"],260
26,소설,이야기 재구성,중급,"허클베리 핀은 뗏목 위에서 노예 신분의 짐과 함께 강을 따라 내려가고 있었다. 두 사람은 별빛 아래에서 세상의 편견과 규칙을 벗어난 자유를 맛보았다.",["허클베리 핀의 모험","허클베리 핀","짐"],330
27,소설,이야기 재구성,어려움,"헤스터는 마을 광장 한복판에서 붉은 'A'자가 새겨진 옷을 입고 서 있었다. 군중의 시선은 차갑고 무거웠으며, 그녀의 어린 딸만이 곁에서 위로가 되어주었다.",["주홍글자","헤스터","펄"],420
28,소설,이야기 재구성,중급,"짐 호킨스는 오래된 선술집에서 보물섬의 지도를 발견했다. 지도 위의 붉은 X 표시가 그의 운명을 바꾸어놓을 모험의 시작이었다.",["보물섬","짐 호킨스","실버"],360
29,소설,이야기 재구성,초급,"앨리스는 흰 토끼를 쫓아 굴로 들어갔다. 끝없이 이어지는 낙하 속에서 그녀는 스스로가 어디로 향하는지 알 수 없었다.",["이상한 나라의 앨리스","앨리스","하얀 토끼"],250
30,소설,이야기 재구성,중급,"거울 너머의 세계에서 앨리스는 살아 있는 체스 말들과 마주했다. 그녀는 보통의 소녀에서 여왕으로 향하는 길을 걷게 되었다.",["거울 나라의 앨리스","앨리스"],340
31,소설,이야기 재구성,어려움,"걸리버는 거대한 바다에서 표류하다 릴리풋의 해안에 도착했다. 눈을 뜨자 몸은 작은 인간들에게 밧줄로 묶여 있었고, 그는 거대한 몸과 달리 무력한 포로가 되었다.",["걸리버 여행기","걸리버"],430
32,소설,이야기 재구성,초급,"로빈슨 크루소는 폭풍우 끝에 무인도에 표류했다. 그곳에서 그는 맨손으로 집을 짓고 식량을 구하며 생존을 시작했다.",["로빈슨 크루소","로빈슨 크루소"],280
33,소설,이야기 재구성,중급,"프랑스 혁명의 혼란 속에서 시드니 칼튼은 다른 이를 대신해 단두대에 섰다. 그는 죽음을 향해 나아가면서도 그것이 자신이 이룬 최고의 행위라 확신했다.",["두 도시 이야기","시드니 칼튼"],390
34,소설,이야기 재구성,어려움,"데이비드 코퍼필드는 어린 시절 혹독한 계모 밑에서 자랐다. 고통스러운 학대를 견디던 그는 결국 도망쳐 새로운 삶의 길을 찾아 나섰다.",["데이비드 코퍼필드","데이비드 코퍼필드"],450
35,소설,이야기 재구성,중급,"런던의 뒷골목에서 올리버 트위스트는 굶주린 고아들 사이에서 살아가고 있었다. 그는 '더 주세요'라는 한 마디로 세상을 놀라게 했다.",["올리버 트위스트","올리버"],370
36,소설,이야기 재구성,중급,"에스더는 '블리크 하우스'에서 끝없이 이어지는 재판과 비밀 속에 휘말렸다. 그녀의 따뜻한 마음만이 차갑고 음울한 세계를 밝히고 있었다.",["블리크 하우스","에스더"],360
37,소설,이야기 재구성,어려움,"리틀 도릿은 감옥 같은 채무자 수용소에서 태어났다. 가난과 억압 속에서도 그녀는 가족을 지키려는 강한 의지를 잃지 않았다.",["리틀 도릿","도릿"],420
38,소설,이야기 재구성,초급,"캐더린은 '노생거 수도원'에서 유령 이야기에 휘말렸다. 그러나 그곳의 비밀은 초자연이 아닌 인간의 탐욕과 거짓이었다.",["노생거 수도원","캐더린"],300
39,소설,이야기 재구성,중급,"앤은 '그린 게이블스'에 도착했을 때 초록 지붕과 따뜻한 햇살이 그녀를 반겼다. 고아였던 그녀는 이제 새로운 가정을 맞이하게 되었다.",["빨강머리 앤","앤 셜리"],350
40,소설,이야기 재구성,중급,"히스클리프는 캐서린의 무덤 옆에서 밤마다 속삭였다. 사랑과 증오가 얽힌 그의 영혼은 끝내 평온을 얻지 못했다.",["폭풍의 언덕","히스클리프","캐서린"],400
41,소설,이야기 재구성,중급,"라스콜리니코프는 한 노파를 도끼로 살해한 후 죄책감과 광기에 시달렸다. 그의 내적 갈등은 점점 심해져 스스로 무너져 갔다.",["죄와 벌","라스콜리니코프"],380
42,소설,이야기 재구성,어려움,"이반 카라마조프는 신과 정의에 대해 끝없는 질문을 던졌다. 그의 사상과 회의는 결국 형제들의 운명과 얽혀 비극으로 치달았다.",["카라마조프의 형제들","이반","드미트리","알료샤"],460
43,소설,이야기 재구성,중급,"도스토예프스키의 '백치' 속 미시킨 공작은 세속적인 이익보다 순수한 인간애를 선택했다. 그러나 그의 순수함은 타락한 사회 속에서 조롱거리가 되었다.",["백치","미시킨"],370
44,소설,이야기 재구성,중급,"차르 시대 러시아에서 바자로프는 '아버지와 아들' 속에서 허무주의를 주장했다. 그는 낡은 전통과 젊은 세대 사이의 충돌을 상징했다.",["아버지와 아들","바자로프"],340
45,소설,이야기 재구성,초급,"체르니셰프스키의 '무엇을 할 것인가?' 속 주인공들은 이상적인 공동체의 가능성을 꿈꾸며 새로운 삶을 모색했다.",["무엇을 할 것인가?","로자","베라"],280
46,소설,이야기 재구성,중급,"파우스트는 악마 메피스토펠레스와 계약을 맺었다. 그는 지식과 쾌락을 얻었으나, 결국 영혼의 대가를 치러야 했다.",["파우스트","파우스트","메피스토펠레스"],360
47,소설,이야기 재구성,중급,"젊은 베르테르는 샬롯을 향한 사랑으로 고통받았다. 그는 끝내 권총을 들고 비극적인 선택을 했다.",["젊은 베르테르의 슬픔","베르테르","샬롯"],350
48,소설,이야기 재구성,어려움,"단테는 베아트리체의 인도 아래 천상의 구원을 향해 나아갔다. 그러나 그 길은 지옥과 연옥을 거쳐야만 하는 험난한 여정이었다.",["신곡","단테","베아트리체"],480
49,소설,이야기 재구성,중급,"밀턴의 '실락원'에서 사탄은 천국에서 추방당한 뒤 인간을 타락시키려 음모를 꾸몄다. 그의 오만과 반항은 인류의 운명을 뒤흔들었다.",["실락원","사탄","아담","이브"],390
50,소설,이야기 재구성,초급,"호메로스의 '오디세이'에서 오디세우스는 바다를 떠돌며 수많은 시련을 겪었다. 집으로 돌아가기 위해 그는 신들과 괴물들을 마주해야 했다.",["오디세이","오디세우스"],300
51,소설,이야기 재구성,중급,"아킬레우스는 전장에서 분노로 가득 차 적군을 몰아붙였다. 그의 눈빛은 불길 같았고, 창끝은 피로 물들어갔다.",["일리아드","아킬레우스"],360
52,소설,이야기 재구성,어려움,"오디세우스는 키클롭스의 동굴에 갇혔을 때 꾀를 내어 거대한 괴물을 속였다. 그는 '아무도 아니다'라는 이름으로 자신을 숨겼다.",["오디세이","오디세우스","키클롭스"],420
53,소설,이야기 재구성,중급,"에네아스는 불타는 트로이에서 노부친을 업고 탈출했다. 그의 어깨 위에 조국의 마지막 희망이 얹혀 있었다.",["아이네이스","에네아스"],370
54,소설,이야기 재구성,초급,"단테는 지옥의 첫 관문을 지나자 수많은 고통받는 영혼들의 울음소리를 들었다. 그들은 끝없는 절망 속에서 자신들의 죄를 되새기고 있었다.",["신곡","단테"],280
55,소설,이야기 재구성,중급,"사탄은 천국에서 추방된 후 타락천사들과 함께 모여 인간을 타락시킬 음모를 꾸몄다. 그의 오만한 연설은 모두를 불길한 결심으로 몰아넣었다.",["실락원","사탄"],350
56,소설,이야기 재구성,어려움,"이반호는 기사 토너먼트에서 무명의 기사로 등장해 용맹하게 싸웠다. 그의 창은 적을 쓰러뜨렸고 군중은 그를 영웅이라 칭송했다.",["이반호","이반호"],450
57,소설,이야기 재구성,중급,"베아트리체를 다시 만난 단테는 그녀의 미소에 눈이 멀었다. 그녀의 손짓 하나가 그의 영혼을 구원으로 이끌었다.",["신곡","단테","베아트리체"],360
58,소설,이야기 재구성,중급,"돈 후안은 어둠 속에서 몰래 연인을 만나려 했다. 그러나 그의 행위는 곧 파멸과 심판으로 이어질 것이었다.",["돈 후안","돈 후안"],340
59,소설,이야기 재구성,초급,"라파엘은 유토피아라는 섬을 여행하며 완벽한 사회의 질서를 보았다. 그곳의 사람들은 재산을 나누고 평등을 추구했다.",["유토피아","라파엘"],300
60,소설,이야기 재구성,중급,"돈 주앙은 무도회장에서 또 다른 여인을 유혹했다. 그의 달콤한 말은 잠시 상대를 사로잡았으나, 공허함이 뒤따랐다.",["돈 주앙","돈 주앙"],360
61,소설,이야기 재구성,중급,"노파를 살해한 라스콜리니코프는 거친 숨을 몰아쉬며 방 안을 서성였다. 도끼의 무게보다 죄책감이 더 무겁게 어깨를 짓눌렀다.",["죄와 벌","라스콜리니코프"],380
62,소설,이야기 재구성,초급,"알료샤는 교회 안에서 사람들의 고통을 어루만졌다. 그는 믿음과 자비로 무너져가는 영혼들을 붙잡으려 했다.",["카라마조프의 형제들","알료샤"],280
63,소설,이야기 재구성,중급,"스비드리가일로프는 폭풍우 치는 밤 권총을 들고 스스로 목숨을 끊었다. 그의 고독한 삶은 비 내리는 거리에 흩어졌다.",["죄와 벌","스비드리가일로프"],360
64,소설,이야기 재구성,어려움,"피에르는 모스크바 화재 속에서 죄수로 끌려가며 인간의 잔혹함을 목격했다. 그러나 그 속에서도 새로운 깨달음을 얻었다.",["전쟁과 평화","피에르"],480
65,소설,이야기 재구성,중급,"안나는 기차역에서 달려오는 열차를 바라보았다. 그녀의 가슴 속에서는 두려움과 해방이 동시에 뒤섞였다.",["안나 카레니나","안나"],350
66,소설,이야기 재구성,초급,"헬렌은 제인에게 조용히 신앙과 인내의 가치를 속삭였다. 작은 침대 위에서 그녀는 평화롭게 눈을 감았다.",["제인 에어","헬렌","제인"],300
67,소설,이야기 재구성,중급,"로체스터는 불타는 저택 속에서 시력을 잃었지만, 제인이 돌아왔을 때 그는 그녀의 목소리로 다시 희망을 느꼈다.",["제인 에어","로체스터","제인"],360
68,소설,이야기 재구성,중급,"히스클리프는 캐서린의 무덤을 파헤쳐 차가운 흙 속에서 그녀를 껴안았다. 그의 광기는 사랑과 집착을 구분할 수 없게 만들었다.",["폭풍의 언덕","히스클리프","캐서린"],370
69,소설,이야기 재구성,초급,"짐 호킨스는 섬의 언덕에서 망원경으로 바다를 살폈다. 멀리서 해적선의 돛대가 나타났을 때, 그의 심장은 두근거렸다.",["보물섬","짐 호킨스"],280
70,소설,이야기 재구성,중급,"실버는 나무 다리를 끌며 선원들을 지휘했다. 그의 눈빛은 탐욕과 지혜가 교차하는 빛을 띠고 있었다.",["보물섬","실버"],340
71,소설,이야기 재구성,중급,"앨리스는 체셔 고양이의 미소와 마주쳤다. 고양이의 몸은 사라지고 미소만이 허공에 남아 그녀를 혼란에 빠뜨렸다.",["이상한 나라의 앨리스","앨리스","체셔 고양이"],330
72,소설,이야기 재구성,중급,"하얀 토끼는 시계를 들고 급히 달려갔다. 앨리스는 그 뒤를 쫓으며 끝없는 미지의 세계로 빠져들었다.",["이상한 나라의 앨리스","앨리스","하얀 토끼"],320
73,소설,이야기 재구성,초급,"이반호는 전장에서 쓰러진 아버지를 발견하고 눈물을 흘렸다. 그는 기사로서의 의무와 아들로서의 사랑 사이에서 갈등했다.",["이반호","이반호"],300
74,소설,이야기 재구성,중급,"프랑켄슈타인의 괴물은 숲 속 오두막에서 가족을 지켜보았다. 그는 그들의 따뜻한 교류를 동경하며 자신이 배제된 운명을 슬퍼했다.",["프랑켄슈타인","괴물"],360
75,소설,이야기 재구성,어려움,"드라큘라는 밤의 안개 속에서 루시의 창가를 찾았다. 그의 눈빛은 그녀의 생명을 빨아들이는 동시에 달콤한 유혹을 내뿜었다.",["드라큘라","드라큘라","루시"],480
76,소설,이야기 재구성,중급,"장 발장은 코제트를 품에 안고 어두운 숲길을 걸었다. 아이의 가벼운 숨결은 그의 무거운 삶에 처음으로 찾아온 따뜻한 빛이었다.",["레미제라블","장 발장","코제트"],360
77,소설,이야기 재구성,어려움,"자베르는 다리 위에 서서 흐르는 강물을 바라보았다. 법과 양심 사이에서 찢긴 그는 마침내 깊은 어둠 속으로 몸을 던졌다.",["레미제라블","자베르"],480
78,소설,이야기 재구성,중급,"달타냥과 삼총사는 칼을 높이 들며 한목소리로 외쳤다. '하나를 위하여, 모두를 위하여!' 그들의 우정은 전장의 피비린내를 이겨냈다.",["삼총사","달타냥","아토스","포르토스","아라미스"],340
79,소설,이야기 재구성,중급,"에드몽 단테스는 섬의 동굴 깊숙한 곳에서 반짝이는 금과 보물을 발견했다. 배신과 고통의 세월이 이제 복수의 날개로 바뀌고 있었다.",["몽테크리스토 백작","에드몽 단테스"],360
80,소설,이야기 재구성,초급,"톰 소여와 허클베리는 동굴 속에서 길을 잃었다. 깜깜한 어둠 속에서 두 소년은 서로의 심장 소리로 용기를 찾았다.",["톰 소여의 모험","톰 소여","허클베리 핀"],300
81,소설,이야기 재구성,중급,"허클베리는 뗏목 위에서 자유의 바람을 느꼈다. 강물은 끝없이 흘렀고, 그는 자신이 더 이상 옛 세상에 묶여 있지 않음을 알았다.",["허클베리 핀의 모험","허클베리 핀"],350
82,소설,이야기 재구성,중급,"마그위치는 법정에서 자신의 과거를 고백했다. 핍은 두려움과 연민이 동시에 밀려와 무거운 눈물을 흘렸다.",["위대한 유산","마그위치","핍"],360
83,소설,이야기 재구성,중급,"스쿠루지는 크리스마스 아침 눈을 뜨자 방 안이 햇살로 가득 차 있었다. 그는 기쁨에 차 창문을 열고 거리의 아이에게 칠면조를 사오라 외쳤다.",["크리스마스 캐럴","스쿠루지"],340
84,소설,이야기 재구성,초급,"올리버는 굶주린 식탁 위에서 용기를 내어 말했다. '더 주세요.' 순간 방 안의 모든 고아와 교사가 숨을 죽였다.",["올리버 트위스트","올리버"],280
85,소설,이야기 재구성,중급,"파리의 거리를 달리던 장 발장은 빵 한 조각을 훔친 죄로 잡혀 끌려갔다. 그러나 그의 눈빛에는 생존을 위한 절박함만이 남아 있었다.",["레미제라블","장 발장"],360
86,소설,이야기 재구성,중급,"아라미스는 적의 칼끝에 맞서며 미소를 지었다. 그는 전우들이 곁에 있음을 알기에 죽음조차 두렵지 않았다.",["삼총사","아라미스"],350
87,소설,이야기 재구성,어려움,"피에르는 전쟁터의 포로 수용소에서 절망하는 동료를 위로했다. 인간의 희망은 철창보다 강하다는 것을 그는 느꼈다.",["전쟁과 평화","피에르"],480
88,소설,이야기 재구성,중급,"안나의 드레스 자락은 무도회장의 불빛 속에서 흔들렸다. 브론스키의 시선은 그녀에게 고정되었고, 운명은 이미 굴러가기 시작했다.",["안나 카레니나","안나","브론스키"],340
89,소설,이야기 재구성,초급,"제인 에어는 로체스터의 손을 꼭 잡았다. 불행과 시련을 넘어 두 사람의 눈빛은 서로에게 닿아 있었다.",["제인 에어","제인","로체스터"],300
90,소설,이야기 재구성,중급,"괴물은 어린 소녀를 강가에서 만났다. 그는 순수한 눈동자 앞에서 잠시 인간으로서의 따뜻함을 느꼈다.",["프랑켄슈타인","괴물"],350
91,소설,이야기 재구성,중급,"드라큘라는 하커의 목을 노리며 천천히 다가갔다. 어둠 속 그의 눈빛은 빛나는 송곳니보다 더 날카로웠다.",["드라큘라","드라큘라","조나단 하커"],360
92,소설,이야기 재구성,중급,"햄릿은 무대 위에서 광기를 가장하며 연극을 지휘했다. 그의 대사는 클라우디우스 왕의 얼굴을 점점 창백하게 만들었다.",["햄릿","햄릿","클라우디우스"],370
93,소설,이야기 재구성,중급,"로미오는 줄리엣의 무덤 속에서 독약을 들이켰다. 그의 마지막 숨결은 그녀의 차가운 손끝 위에서 사라졌다.",["로미오와 줄리엣","로미오","줄리엣"],360
94,소설,이야기 재구성,어려움,"맥베스는 피로 물든 손을 바라보며 두려움에 휩싸였다. '이 피를 바다로 씻어낼 수 있을까?' 그의 야망은 이미 돌이킬 수 없었다.",["맥베스","맥베스"],480
95,소설,이야기 재구성,중급,"레이디 맥베스는 잠결에 손을 씻는 시늉을 반복했다. 그녀의 눈은 공포로 가득 차 있었고, 속삭임은 어두운 방을 메웠다.",["맥베스","레이디 맥베스"],360
96,소설,이야기 재구성,중급,"돈키호테는 쓰러진 채 하늘을 바라보며 중얼거렸다. 그의 눈에는 여전히 기사도와 영웅의 꿈이 빛나고 있었다.",["돈키호테","돈키호테"],350
97,소설,이야기 재구성,초급,"산초는 주인 곁에서 한숨을 내쉬며 말했다. '주인님, 저건 풍차입니다.' 그러나 돈키호테는 검을 높이 들고 있었다.",["돈키호테","산초","돈키호테"],280
98,소설,이야기 재구성,중급,"셜록 홈즈는 파이프를 문 채 피아노 건반을 두드렸다. 그의 눈빛은 이미 다음 사건의 해답을 향해 있었다.",["셜록 홈즈의 모험","셜록 홈즈"],330
99,소설,이야기 재구성,중급,"왓슨은 총성을 듣고 달려갔다. 그곳에는 홈즈가 냉정하게 범인의 손목을 붙잡고 있었다.",["셜록 홈즈의 모험","왓슨","셜록 홈즈"],350
100,소설,이야기 재구성,어려움,"이슈마엘은 바다 위에서 모비 딕과의 마지막 싸움을 지켜보았다. 거대한 흰 고래와 에이허브의 광기는 파도를 가르며 부딪혔다.",["모비 딕","이슈마엘","에이허브"],480
101,소설,이야기 재구성,중급,"파리의 다락방에서 가난한 시인은 얼어붙은 손으로 글을 쓰고 있었다. 그러나 그의 마음속엔 사랑과 예술을 향한 불꽃이 꺼지지 않았다.",["보헤미안 생활","가난한 시인"],340
102,소설,이야기 재구성,중급,"에마 보바리는 시골 집 창문에 기대 도시의 화려함을 그리워했다. 그녀의 눈동자는 닿을 수 없는 세계를 향해 있었다.",["보바리 부인","에마 보바리"],360
